
---------- Begin Simulation Statistics ----------
simSeconds                                   0.033513                       # Number of seconds simulated (Second)
simTicks                                  33513255000                       # Number of ticks simulated (Tick)
finalTick                                 33513255000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    752.50                       # Real time elapsed on the host (Second)
hostTickRate                                 44536035                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8565120                       # Number of bytes of host memory used (Byte)
simInsts                                    114264018                       # Number of instructions simulated (Count)
simOps                                      211763712                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   151846                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     281414                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        67026511                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.173187                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.852379                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      107228227                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     297                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     177405266                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 36174                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1346662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          2096013                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                171                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           66948882                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.649862                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.762076                       # Number of insts issued each cycle (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.executeStats0.numInsts          177236743                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                   28                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches         8154766                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts       86711682                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts        157586                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           2.644278                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numCCRegReads      40811663                       # Number of times the CC registers were read (Count)
system.cpu0.executeStats0.numCCRegWrites     48985841                       # Number of times the CC registers were written (Count)
system.cpu0.executeStats0.numFpRegReads      49152687                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites     48769930                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads    153239763                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites     41350940                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs         86869268                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads    103213767                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches           8308591                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                     66684655                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                  83750                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                  85                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles          562                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           97                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                   186848                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                  756                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples          66948882                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             1.625692                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            2.862674                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                48270387     72.10%     72.10% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                  960463      1.43%     73.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 1022000      1.53%     75.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                  982820      1.47%     76.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                  960997      1.44%     77.96% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                 6039565      9.02%     86.99% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                  286675      0.43%     87.41% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                  284315      0.42%     87.84% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                 8141660     12.16%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total            66948882                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts             58718359                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            0.876047                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches           8334784                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.124351                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles       221608                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst       185603                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total           185603                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst       185603                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total          185603                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         1245                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           1245                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         1245                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          1245                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    100676500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    100676500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    100676500                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    100676500                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst       186848                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total       186848                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst       186848                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total       186848                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.006663                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.006663                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.006663                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.006663                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 80864.658635                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 80864.658635                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 80864.658635                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 80864.658635                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          472                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            5                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     94.400000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks          480                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total              480                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          257                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          257                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          257                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          257                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          988                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          988                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          988                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          988                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     82783000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total     82783000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst     82783000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total     82783000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.005288                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.005288                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.005288                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.005288                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 83788.461538                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 83788.461538                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 83788.461538                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 83788.461538                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                   480                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst       185603                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total         185603                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         1245                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         1245                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    100676500                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    100676500                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst       186848                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total       186848                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.006663                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.006663                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 80864.658635                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 80864.658635                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          257                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          257                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst          988                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total          988                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst     82783000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total     82783000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.005288                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.005288                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 83788.461538                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 83788.461538                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          462.465788                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs              186591                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs               988                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs            188.857287                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   462.465788                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.903253                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.903253                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          496                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0          139                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1           91                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4          266                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024     0.968750                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses            374684                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses           374684                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                    41420                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                    221440                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                  680442                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts             107228552                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts                 155                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                16240661                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                 158847                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                  101                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                     1077                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                  676586                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents            65                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect         40326                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect         1040                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts               41366                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit               106639137                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount              106583218                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                 74903315                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                109174191                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.590165                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.686090                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                       5569                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                 216673                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                  15                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation                 65                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                  5001                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                  21                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache               6090310                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples          16023988                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean            69.515221                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           97.416357                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9               2574512     16.07%     16.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19             1494632      9.33%     25.39% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29             2486703     15.52%     40.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39             1201734      7.50%     48.41% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49             1985769     12.39%     60.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59              801227      5.00%     65.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69             1060826      6.62%     72.43% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79              831127      5.19%     77.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89              534919      3.34%     80.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99              703409      4.39%     85.34% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109            208148      1.30%     86.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119            268661      1.68%     88.32% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129            104134      0.65%     88.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139             43415      0.27%     89.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149             46209      0.29%     89.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159             29712      0.19%     89.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169             33189      0.21%     89.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179             30634      0.19%     90.11% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189             37225      0.23%     90.34% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199             64098      0.40%     90.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209             54782      0.34%     91.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219             77766      0.49%     91.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229             74807      0.47%     92.03% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239             71878      0.45%     92.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249            113343      0.71%     93.19% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259             87246      0.54%     93.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269             94945      0.59%     94.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279            114073      0.71%     95.04% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289             75759      0.47%     95.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299             77165      0.48%     95.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows          641941      4.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            2012                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total            16023988                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses               16677062                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                 157593                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                      300                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                     2322                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                 186934                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                      197                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON  33513255000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 41420                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 4353686                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles               41424267                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles          1439                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                 10918115                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles             10209955                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts             107797333                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents              6564289                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                764978                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                    75                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents                612807                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands          222947028                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                  347732827                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                83525305                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                 49965339                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps            219038523                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 3908496                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                     44                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                 43                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                 30599664                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                       163806037                       # The number of ROB reads (Count)
system.cpu0.rob.writes                      214642007                       # The number of ROB writes (Count)
