
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000714                       # Number of seconds simulated (Second)
simTicks                                    713799500                       # Number of ticks simulated (Tick)
finalTick                                   713799500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     13.09                       # Real time elapsed on the host (Second)
hostTickRate                                 54529663                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8606032                       # Number of bytes of host memory used (Byte)
simInsts                                      2500846                       # Number of instructions simulated (Count)
simOps                                        4557854                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   191047                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     348187                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         1427600                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              1.141694                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.875892                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        2522554                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     113                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       2458095                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  2772                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              243734                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           385790                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 77                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            1286635                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.910484                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.159024                       # Number of insts issued each cycle (Count)
system.cpu0.fetch.cycles                      1073455                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                  14866                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                 396                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles         2752                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           45                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                   147369                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                 2258                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples           1286635                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             2.069818                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.231381                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                  840611     65.33%     65.33% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                   11042      0.86%     66.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                   96972      7.54%     73.73% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                    6297      0.49%     74.22% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                   31243      2.43%     76.65% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                    9285      0.72%     77.37% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                   24145      1.88%     79.25% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                   13364      1.04%     80.28% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                  253676     19.72%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total             1286635                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts              1464242                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            1.025667                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches            304656                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.213404                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles       202554                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst       145244                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total           145244                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst       145244                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total          145244                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         2125                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           2125                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         2125                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          2125                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    180502500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    180502500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    180502500                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    180502500                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst       147369                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total       147369                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst       147369                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total       147369                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.014420                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.014420                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.014420                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.014420                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 84942.352941                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 84942.352941                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 84942.352941                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 84942.352941                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          224                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            5                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     44.800000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks         1095                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total             1095                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          521                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          521                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          521                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          521                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         1604                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         1604                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         1604                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         1604                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst    140124000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total    140124000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst    140124000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total    140124000                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.010884                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.010884                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.010884                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.010884                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 87359.102244                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 87359.102244                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 87359.102244                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 87359.102244                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                  1095                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst       145244                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total         145244                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         2125                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         2125                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    180502500                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    180502500                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst       147369                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total       147369                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.014420                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.014420                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 84942.352941                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 84942.352941                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          521                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          521                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         1604                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         1604                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst    140124000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total    140124000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.010884                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.010884                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 87359.102244                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 87359.102244                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          478.819672                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs              146847                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              1603                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs             91.607611                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              87500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   478.819672                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.935195                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.935195                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          507                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0          116                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1          122                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::2          269                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024     0.990234                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses            296341                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses           296341                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                     6772                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                    276786                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                    8805                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts               2522667                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts                1299                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                  219225                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                  85052                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                   38                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                     4750                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                    3583                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents           100                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect          1932                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect         5347                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts                7279                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit                 2439354                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount                2436879                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                  1795989                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                  3099289                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.706976                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.579484                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                       9333                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                  32153                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                  33                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation                100                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                 11969                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                   1                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                    50                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples            187072                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean            18.960812                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev           50.129510                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9                160233     85.65%     85.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19                2848      1.52%     87.18% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29                5899      3.15%     90.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39                 252      0.13%     90.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                  13      0.01%     90.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59                  43      0.02%     90.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69                  34      0.02%     90.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79                  57      0.03%     90.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89                  91      0.05%     90.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99                  48      0.03%     90.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109               168      0.09%     90.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119              1041      0.56%     91.26% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129              2194      1.17%     92.44% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139              4225      2.26%     94.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149              5512      2.95%     97.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159               429      0.23%     97.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169               363      0.19%     98.06% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179               632      0.34%     98.40% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189               273      0.15%     98.55% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199               377      0.20%     98.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209               705      0.38%     99.13% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219               134      0.07%     99.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229                90      0.05%     99.25% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239                89      0.05%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249               119      0.06%     99.36% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259               166      0.09%     99.45% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269               145      0.08%     99.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279               115      0.06%     99.58% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289               106      0.06%     99.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299               113      0.06%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows             558      0.30%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             724                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total              187072                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                 210980                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                  79997                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                      334                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                      152                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                 147778                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                      568                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON    713799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                  6772                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                  208616                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                 381320                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles          2083                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                   311922                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles               375922                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts               2567432                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                 3709                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                316709                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                  4064                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents                 43576                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands            5557824                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                    9481850                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                 3608097                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                    25307                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps              5031561                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                  526254                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                     73                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                 58                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                   686342                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                         3569376                       # The number of ROB reads (Count)
system.cpu0.rob.writes                        5072121                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                 1250423                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                   2278927                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   35                       # Number of system calls (Count)
system.cpu1.numCycles                         1415095                       # Number of cpu cycles simulated (Cycle)
system.cpu1.cpi                              1.131693                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu1.ipc                              0.883632                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                        2522543                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                     101                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                       2458253                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                  2772                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined              243717                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined           384917                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved                 65                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples            1274130                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              1.929358                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.162438                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                   504830     39.62%     39.62% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                   151448     11.89%     51.51% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                   203521     15.97%     67.48% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                   138599     10.88%     78.36% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                   103264      8.10%     86.46% # Number of insts issued each cycle (Count)
